Uid,Songs
svradio,545488
mcxiao,132847
skippylu,286957
woodenglasses,553928
taipeicases,296547
jingfeichen,548035
VastHazy,157474
geraldshih,122153
BenisonKan,71247
taipeicases,191775
mintgreenmill,549523
dawestsidepimp,376159
su9232003,123945
adrian_hsu,636630
themanbandtw,606067
chockma,261499
young_david,287517
Fogbow2013,609550
VastHazy,388996
santaklaus,134531
mrmouth,331107
DreamdiveIsland,602621
howaboutzhuifeng,637567
chung_yeezy,662420
unijjfu,107583
thesulisclub,336063
peaceandwave,533354
Ivan_PJJ,587405
The_Celestials,664781
14production,25965
lzy64,52349
williamkk4646,642452
the13band,8677
SeasonChu,643569
hhlivetw,417085
codie,626911
yeungtung,549143
SoulFaofficial,599745
Zshiuan,596891
ZZ23217742,600934
c546666,643910
Ultramarine,576481
AQ4SURE,591285
victory05160223,88262
gn00620357,604450
childishgo,53033
diving_raccoon,644899
wutu,578974
MangoJump,612012
wanderingageclub,574773
frank_chen88688,607534
ToyOrc,579394
dirtysio,136340
Danmarktsai,610129
yoztiger,35157
deerxika,615297
Illy,115036
mutaslash,81603
tinading518,478652
barkher,470107
bearbabes,307573
hung730322,167272
ChicoTsai,540777
BeTrash,317887
mazeyan0416,598415
yvngcoco,611603
mengtingxie,680173
thecoo1est,472531
thetictac,655304
humanhart,646137
locking794620,614318
min19950904,579479
ChiYangAlnus,577370
goodband,416299
zoo1110,556283
oldrtim,681373
kasumi448,584320
SUX2BME,568665
hollyloutaiwan,361182
aiyoband,584514
tainakanchu,618710
breakonesall,607153
bettykemusic,578756
vacuumusic,397141
AnnaChong_714,647425
hsinpei,190634
jimmy1983062222,30171
SADOG,488672
ian8017,571850
COFFELEE,492941
no8pig,7371
strike126,124718
tdawg666,65917
vacuumusic,364416
Cliff949,405141
mrliu,73791
TNSO,369499
lusergang,590166
frusciante999,215124
fredali,186117
vacuumusic,567534
silentjeff,582298
bigthing2015,331584
skippylu,631519
pohsuan1018,299984
nakashikuz,644434
evagreen19,555537
twohours,487197
sparkling_rice_1cu,621546
ymchenmusic,620219
goberwei,560876
david198689,46183
anttikokkomaki,337374
thisisyoyo,49808
dopepurple,646008
DreamdiveIsland,602620
verygood123,159247
hsinpei,149450
icekrozz,26259
venven,82871
JackYen,607259
Theseus_tw,385266
TheHindsight,623816
stranger,141684
winter_moon_sv,503842
ennogogo,269399
yoricky,603590
Zshiuan,563417
hui19880718,217225
trivalves,24312
VulgarSavior,630478
flyingspirit,145223
BarbarianCave,196574
peoplejam_fromjapan,583671
alstonhsumusic,619530
hopetheflowers,541047
CW_Cocaine_Wu,670504
thewaiit,664312
wearewang,582550
varo,110369
loverukai,124984
FUHEYU,368619
juzzyorange,115900
backquarterno5,632939
pianoandguitar,562795
tiny_night_i7g,549952
a23630117,665597
Changpunch,662554
ZiXuanslowtrain,542310
saintg,574798
woodenglasses,499097
KurlyKaeya,567036
shinyu7,114358
angelo_leeric,620107
owl90294,540975
georgiet,656701
a2566b,151341
w9injack,142464
Nvz1999,654173
haluakiliu,397001
yeekeetaytaytay,634802
yeeeeecher,579156
shen8668,32680
GGBrotherz,579297
EarlBand,571969
mumujustsmile,593043
Silent_Gentlemen,670917
zoogazer,554386
gn00476239,133454
leeky37,125132
zycozycozyco,565504
KueiGun,641880
krush,9566
harborbluetaiwan,587394
ccuuzz,471611
JeremyChiang,129962
waynessosad,597754
sbf60603,603039
KennyChigga,3420
paralleloutput,162123
theabsentbrother,345339
imdifficult,557607
Frozon,632595
mustbeniceband,494527
feedpigs,637097
kujiajun,615403
50hz,395111
OrangeOcean,592927
no8pig,119958
JADE_official_tw,597922
joshua0214,325896
chiouchiou0,376563
blueburn,571623
winsound,138265
sg_smallgrass,531701
wxn1233210,105076
v6v6yui,347625
SeasonChu,629899
ktmusic,408487
tfgprettygirl114,613158
SorryYouth,166847
besoulreg,332265
whocares2016,568669
erikoshunza,21909
onepagebandtw,577316
ns69,7671
funpeoplebandtw,151266
ashleykou,297056
b8095,579363
barcodehkmusic,396181
frusciante999,215132
UNKNOWN_BAND,363453
BeTrash,507607
Rez,94759
songce,817
Windmillband,102311
YIXIA,563074
Illy,135318
blacksweetchild,396266
fragilegirls,540440
Sidecho,599169
lakewood,512567
ChiYangAlnus,661533
ainkaoh,98444
flowstrong,595292
strike126,159636
87wuuuuuuuuuu,665655
nagisatodoroki,299377
projectace,311996
zhaoze,192909
yungru,155752
flyingpet928,353781
a23630117,676896
tomaawards,598810
utaband,536371
enin04092006,138209
collage7275,581182
tru________d,652142
strike126,116842
flyingpet928,353778
rabadee,209124
wq5080777,644318
rule1230,661300
utaband,571112
maryseethefuture,115923
aqswdeandy123,627051
wilsonmusic1031,585944
alicewmusic,68090
VerityPower,569001
tuesday,126282
PinkNoise11,567055
TimmyNaN,680186
staradio,198620
smokingarea25,600801
modernchildren,161306
jjidd999,115661
aniefann,625802
iruka527,524942
whu976604,579780
PeeWee,112844
loverukai,124345
chrisxxx,178838
sosoheroesband,628393
InspiredOnce,36746
Greghk,671135
lai1020lai,667545
iscuicui,151963
COFFELEE,553315
SorryYouth,542722
akaron517,12675
pnfc,131677
leafyeh,636531
Oolites,488152
uting_,581029
Prozac_official_tw,633861
Marstn,551742
50hz,395126
boneyardcircus,332997
arcplg,561918
guitaremilypu,596995
cmusa,674655
themanbandtw,606066
UJ_HUANG,366417
ppwangg,626942
nainaiband,578215
ghettochild,82524
mymaytai,149920
blueburn,599294
Tiyuguzhang,368395
JackYen,597897
fannmusic,388126
JHS,14200
parkproduction,523842
MenliveN,569657
Reece870203,647608
liliumtaiwan,591066
YangZhong,350601
MIMwatercity,634807
marcoschiang,26286
FROGMIX,44306
Theseus_tw,587361
yqderik,408109
zx8582078,596723
x45014501,318667
haya,31783
jojoyhc,664140
VerityPower,546602
hanslin,142611
musicbyturkey,112130
EarlBand,596436
Eriene,640657
taozihtong0430,644425
TzChien,538306
minging27,145036
FoolAndIdiotBand,548294
outletdrift,325870
lucky_boat_ox,550161
soundzimage,68531
gdplunsh,648886
thesouth181201,627172
kiwif2f2f213,567554
theforest,367560
nanguaq,640496
ExcaflownE,89670
OOPIG,586763
ptss0404,337293
lixuanchen,651395
desertlily,81464
ricky3314ricky3314,628267
feelband1001,640562
youth_of_the_sea_island,635522
tenderwavescoming,606597
jadis6661,121789
MajoDashin,634646
blackradioparty,580232
lagamamacy,473607
saintg,652648
smmaooo,132977
aaasi,374355
tmpss96408,678641
zycozycozyco,539111
fe461834,596608
youngstar,63987
liliumtaiwan,374051
aristophanes,166353
tomaawards,665339
sixteenmins,341319
heiwuyuedui,597489
yahsin05120,209171
minokabasawa200,90410
formosa,93073
yoyolin0610,591838
ren_xuan,552991
j0953755166,31261
achih_singing,609117
asskid_errorfrequency,659003
wenwenwenwww,672221
aliu666,23939
jacky0977327262,675975
heatsketch,602118
winter_moon_sv,612831
whocares2016,570009
liliumtaiwan,374053
Maffine,373267
perse,470002
zhaoze,543614
vws7898,339543
as2008asd,544982
TripleDeer,640676
whogawhoga,589444
blez,598344
ericchew,24059
MajoDashin,565399
hanslin,110422
stanley345,27129
thesulisclub,586018
MindscapeImplo,372301
gn00620357,541053
17_MoreDaysz,616660
AHAHAH,633319
Epitomeband,636061
sparkling_rice_1cu,600441
roomdj69,22443
tomaawards,628297
shivaniichang,582866
emojiboi,592392
nastyjrfog,25897
trivalves,52050
skippylu,175399
muchijames,376206
yuan183186,205641
yellow_flower20181014,585892
yellowback,117103
southfuceroc,119116
djnova,12182
sweetmachine,637187
E1and,593434
AGG,180178
kenoda8,197512
cocoabed,144463
gaexpa113918,627250
pickup,579534
xiaominshelby,610551
thesameday,293602
wangleewangleeno1,594983
guntzepaula,602093
danny901,134051
Mao5095,564390
COUNTERVALVE,537941
sjgueg,31867
ckrc_30,582687
streetpoets,123393
Toolate_jja,576016
thesubwaybandtw,191838
HowieLee,361310
real_jimmy,130860
omnipotent,30186
fakeonegg,626031
semitune,102659
SorryYouth,643489
YHLee79,364043
a7474896,330786
aaasi,374971
strike126,75837
SilviaYang,193097
mars2015,334471
bigthing2015,309832
legend_of_vessels,675284
fancy_credit_rzg,645803
chounnong,574369
victory05160223,88388
jdcmflyflyfly,581781
saintg,659437
sheming,584799
haya,31677
trivalves,32504
princeninja,61571
shallowlevee,574801
rjoker,681132
thedinosaursskin,640759
Yentzu,572112
13515127261,556843
JamesFang,568036
ifari,25964
MessBand,630480
zack870611,477062
Sangpuy_SKM,625849
kovy20010908,576030
xlstone116,12451
neoneoproduction,117216
wangjasonstussy,13675
jk909,146070
flow,12667
superk21,144791
southbadboy,543680
blackmint,378543
catsmokepot,391066
chillouttree,164827
candlekuo,627045
qwer3694545,660715
ElectroSummitGun,195689
nckn,575933
blez,569489
junyting1121,657605
mrliu,89391
w9injack,113061
pehthiha,625319
accomplicespunx2015,558584
frusciante999,208859
as2008asd,631665
cozydiary,188509
Hippocampus,555136
MCebbi,65603
flowstrong,601102
newswimmer251,603519
Cliff949,583273
schrodingerscat,594960
wednesdaywu,598087
buddhafa,24396
Drochen,622624
Tangsugar7125,669945
sk5050,300169
manicsheepband,582509
miss810121,592922
soundzimage,70382
wosonmc123,132645
eve90711,124647
hoganisnotaname,668956
BetaGida,159385
zitanrunrun,576270
jimmy19830622222,34029
mengtingxie,340641
rock_1020520,671308
tomaawards,598819
baboomusic,556753
JADE_official_tw,593010
codie,670182
hideto810006,129440
bluebluecurtain,388611
rls0914,134496
x00x93,156091
liliumtaiwan,320836
nastyjrfog,57548
moondshake,631141
60512gash,566823
songce,1123
sugarpill,118824
y3zsb_music,642561
lowbrightness,146925
tripfuel,572227
raspy_firefly_01h,608079
lct9238,118911
tj3391,139057
FoolAndIdiotBand,401866
wangleewangleeno1,587510
sandy860425tw,576219
mrnicehaohao,133235
Young_dumb,595023
annechang1204,8851
moonmoonmmmm,640472
mawmaw93,555025
ShockyC,596113
jimmy1983062222,23519
thelifejourney5,210454
Frozon,658151
jojoyhc,657314
dlrkloc,558922
zos,610002
jyloneliness2004,650355
patty9533,132201
UnfairPaiN,363941
vacuumusic,286540
thisisyoyo,188617
viviansingasong,597688
tdawg666,32421
yuling1117,592441
gasquill,161928
ripplesmusic,620567
blackradioparty,597752
VerityPower,568342
funpeoplebandtw,104103
Shizone_official,601206
chounnong,568697
noodle1983,24655
road,131407
lamasonic,647652
wake_back_to_bed,626782
skippylu,158897
thickbigband,364410
jcfc,136272
roli,313557
ShawtyYi,99113
verygood123,121752
ZiXuanslowtrain,664298
limitw,665572
aaasi,563510
sheming,579926
uiop8621,657006
oldgame,139854
thickbigband,635241
maryseethefuture,199434
ainkaoh,103123
annester,139923
teng100624,632070
fuvva,641662
thedonng,629090
musicbyturkey,112198
liliumtaiwan,593360
KueiGun,627487
escape_plan,194512
wednesdaywu,564567
YANG_DAI_WEI,595365
ChiYangAlnus,660571
vivienlohyuenyee,600022
verygood123,154811
sunocean1703,406091
mxrris_17,676789
bibokang,644919
ceo,33973
dcoliver26,625079
SoulFaofficial,566243
2012southmusic,529166
youngcee,64336
14production,71733
shien_little_stone,625636
freefalltw,392151
kasumi448,605623
chrisxxx,124987
zoden0819,612336
wild_waterfall_5v1,527922
howaboutzhuifeng,638972
fatlipz4REAL,27010
ok08542003,368143
BoysWithBigCock,551444
privateeyesight,543426
leonzheng,620930
lrabaisomeng,600284
yachunisland,612744
sausageroar,650795
moondshake,631295
Cettoana,133336
BeTrash,507587
manchuker,65805
troublebox,52977
Baobu_Badulu,622183
kosanone_,576624
tepc_music,658024
anzi1986,12383
Loadingstory_imformal,596261
doublex_1005,633155
hui19880718,551158
EggPlantEgg,490007
awayumehisui,107883
angelbb,564032
Amusing_Amy,592715
tenderwavescoming,622750
guitaremilypu,569487
ren_xuan,553582
hang_honey,470219
RainyKnight,663299
ascent,32417
skippylu,139562
Daylily,587876
siaulukala,521037
wxn1233210,105072
achih_singing,664048
sanguinisch,128136
youth_of_the_sea_island,632885
buried_bg,636680
orangechang,540210
imnotdorothy,408139
JeremyChiang,132168
Cliff949,677983
fromhush,305003
E2die,159689
air4378,198141
Pinchill,633360
wq5080777,643319
cincinlee,137171
a7474896,341214
Amatistic,565651
TYSG420,589640
BABY_CINDY,598661
JohnnyZheng,677674
jianxiaohao,581303
imdifficult,562006
nastyjrfog,50450
skippylu,540744
BoysWithBigCock,537271
416roger,676125
imdifficult,562007
minokabasawa200,107727
mcdavi,4058
yyrealseer,619160
soulfun,125603
louie0630,571743
KidKingTw,274909
RJ_lin,582028
kiwif2f2f213,406396
UnderU,473662
wednesdaywu,599779
nastyjrfog,73856
EuropaHuang,210153
yukaswat,127533
huanhuantw,625894
_dien,561178
YoungLee337,634760
kiwif2f2f213,658528
skippylu,123688
soundzimage,70212
blanc,144522
seasonsforchange,394321
Silent_Gentlemen,667375
tomaawards,569592
BOJER0916s,661004
SugarVinci,644239
andyf565,128589
WhatINeed,566653
Uncle_Hu,339975
saintg,612314
highcc,395446
l1211y,128618
Tie_Team,627197
manicsheepband,378081
thisisyoyo,390066
Lick,608135
highcapacity03,661986
mcdavi,120821
Uncle_Hu,626294
gugu01rain,604174
Thelifejourney,550295
ToFlip,649228
midnight_exhibition,574926
ianchiang,87710
mod1976,93226
dadado,658900
su9232003,133895
feb1990,113470
fee8ack,405156
tsao85,658257
coachclub,38056
pinhsinwang1117,555800
flyingpet928,353775
fromhush,353940
thetoxictwins,70348
flykite2015,334786
fannmusic,668983
cjin,26443
the___scenario,673320
basso,4597
tsao85,658241
freefalltw,562769
weareallears,523802
bettykemusic,581989
Maffine,383057
voideasmusicfilm,658403
Ampathy,638390
Saito,358980
holyfire,135681
p23466286,530666
yukaswat,127816
fjunakashi,114756
csluling,128943
saintg,627845
allen19990513,582535
zjshine90,125041
newswimmer251,631443
OURTASY,105310
allenxx228,548992
NeonBerry,180263
CampusDoggyClub,608679
TonyYEH,606422
yuen903,595884
k2c_goodmusic,646322
elevenzmusic,212156
cindyisfalling,331723
chillouttree,499507
floatpin6,572997
ts4life,15606
mustbeniceband,548509
kuyusistudio,533319
missbananaTW,219159
joho247,50556
Neahlun,680574
freckleben,78368
clouddriver,680955
1chao,594724
falling_voice_vny,661663
thisisyoyo,371098
chrisxxx,187727
weareallears,564981
magicbus,99649
jimmy1983062222,33740
DRUMnKEYBOARD,98996
karta2018429,574795
xlgem,1245
amdslancelot,48799
goberwei,630959
l29330023,154428
aerobotband,660437
UndecimberFin,666229
privateeyesight,373011
Reonda,367020
collage7275,591702
eric_chh,571996
hue1993,527092
LumiXu,542932
leafyeh,590273
jingfeichen,548033
lively_rice_ws,399066
aemong,669531
old_cat_agency,552859
Lil_chen,553707
retroinspection,87850
Chingwenmusic,665920
pnfc,185736
st54242005,412099
heyfuguko,577348
WhyOceans,482822
yahsin05120,373412
ripplesmusic,363457
26437111,139078
postpatrick,306596
bisiugroup,566882
Juniperberry,617477
leopard_lai,587113
retroinspection,89702
hoganisnotaname,606656
lrabaisomeng,600282
qwer10227,553449
hoskey,519902
ChicoTsai,599024
Amusing_Amy,559993
tnuahiphop,627004
hanle,33148
minokabasawa200,90498
flynchong,601860
mistytoast,659401
vina1215,2458
mintgreenmill,549522
loverukai,124676
wenda,575058
formoza,625771
ianchiang,104038
ennogogo,126317
davidwang,150752
JADE_official_tw,597531
threepeoplemusic,578460
zoomie_live,551258
yangjeff0405,598673
legend_of_vessels,677482
downsouthboys,59798
minokabasawa200,114087
angelo2roll,46735
chillouttree,536911
collegetown251,16608
rock_1020520,672459
TripleDeer,485777
gina27,102440
LIEUTENANT,37035
blue136,618113
Yiijiajia,476312
car5on,370503
WalkingDownZhinanRoad,601490
chrisxxx,133946
ringband0877,135758
ccuuzz,578376
UndecimberFin,566907
pnfc,555449
Zr1996,613041
bop_0,595173
Simhanada,205879
Jojolala,631741
PoshaoHuang,572742
saintg,612313
Florahua,580532
floatpin6,526217
theother,377304
Chingwenmusic,663249
rachel_dah,652063
mzhenzu,598660
ElectricMessAge,199422
leafyeh,589885
huanhuantw,619265
space_hk,554985
tobefang,578010
ChicoTsai,474107
afattyaloser,636916
daz4shizzle,76763
thisisyoyo,324994
yasuya,154930
ingwengo,154735
thetictac,352041
ascent,32722
jimmy1983062222,30122
BoysWithBigCock,537261
missbac,622815
Bazy_WestCoast,605445
old_cat_agency,552865
barkher,549211
major,141481
2s1de,625366
x820625x,363379
Cicadatw,542656
djpoint,57748
pnfc,557567
djsushi,9077
rookie155,196645
fireex168,628884
flykite2016,369914
jenishere_911,672109
TACMUSIC089,649061
heatmark,406065
benson_0323,639313
zoomie_live,655605
binimayage,582683
maggieY,33168
icekrozz,30070
djvesta,122332
gogorise,309710
semitune,120512
themmk,162409
bluebluecurtain,567434
LIEUTENANT,41044
Changpunch,604052
rabbit50329,361008
akake,25443
pikachill722,593926
prcs,115291
Cettoana,120218
lagchun,638633
utm2020,604180
Epitomeband,589836
MrRock19870530,203772
flyingpet928,353769
highcc,395421
MountainRiver248,681270
PurpleHaze,648795
Luo1015,593178
Rowdy,37132
taipei_blues,119390
lomoguitman,377606
thewalkers_tw,609625
thisisyoyo,49806
lzy64,6502
monomania,644883
EastCoreAsia,102978
ChicoTsai,613421
jiajheng_yeh,620634
Lick,663011
air4378,193493
BMAX13official,516562
Peach_Illusion,597411
abc4631023,589089
imnotdorothy,344967
hypersomnia,636620
Drochen,626385
juzzyorange,133046
zack870611,589671
LBCGFUNK,151946
electricmuse,390361
ChihSiou_,667395
kninat,87285
imdifficult,640849
E2die,159688
juzzyorange,145360
downsouthboys,41367
minging27,194339
pehthiha,627957
acidulous,592121
jeffduh5604,556664
faasofficial,623577
eargasm11,376839
E2die,159684
pepe28,359508
ocdgirl,134289
sparkling_rice_1cu,599546
peterlin01112021,667642
SonicDeadhorse,148535
dlrkloc,559014
elmin1103,659240
mason13,110564
ZZ23217742,631511
Nocturnes_bj,520661
k2c_goodmusic,675875
1046108630,594695
imeanusband,633092
manchuker,90533
luenhsieh,60911
yanverylovehill,141664
yukaswat,127376
aaasi,323497
galaocean,299017
bold_dawn_iy,583362
chanwanvincy,329868
dbt_panda,155733
MIMwatercity,591741
ppwangg,626940
citypartsy,471726
xyhan96,550584
freeandeasy1107,544510
abtrap,157023
ANANKE,555663
saintg,660399
humanhart,625706
mason13,32233
newstorymovement,665777
queensuitcase,299053
_lh__1999,651948
svradio,583861
asskid_errorfrequency,676515
paulybleeonly,671318
lastwestand,351573
apu_song,612967
coverpeople,59560
bisiugroup,558624
paralleloutput,166681
CommunityService,281410
exit,369578
david7676,654648
Maffine,329391
bigSamuel,147933
bcband,416107
applepink,120675
pan0429,90411
houseonfire,574475
jaysinginglife,675016
lshtd,90565
grc19980803,628956
bts20141128,400156
gsc,22237
dishpresto,107064
REDGORDON,74460
Bazy_WestCoast,646226
noisy_bar_1f,667517
CABLACKTEA,347352
Theseus_tw,579063
alan8410,587515
keepitrealrecords,544212
JIMMY19830622,15232
SADOG,612622
MCDAVID,143722
kninat,87288
honesty_but_false,645551
nainaiband,565705
GGBrotherz,559257
whocares2016,642863
wearekulumaha,677088
OBSESS,593468
ethanyuchen,679154
SunsetSamuraiTW,310495
MajoDashin,627964
a59126487,597878
thedinosaursskin,636987
headcomposer,396151
nckn,579453
leoleoleo8958,608003
underage_studio,648824
PrintedNoiseLab,559358
ControlT,400316
ymchenmusic,558280
newyorker,66599
blez,568584
limitpapa,641127
Cliff949,493902
medussa73,125879
dearmusik,204903
sparkling_rice_1cu,600442
goodband,603179
miogo,24692
Humanity_mirror,601774
ChicoTsai,610789
imeanusband,564101
axl520,19182
highcc,564435
flykite2015,335070
x820625x,578152
COFFELEE,547561
stuck222_official,669807
Endlesswhite,564965
joey82517,512882
WeiJLee,580422
hanle,25095
maomaoplanet,648291
mrbrownchen,28485
parkproduction,498672
varo,107824
hsijf0351,654052
violetlens,558524
UnderU,473637
Chingwenmusic,661198
harlanoriginal,363030
johnsonliao,28562
JADE_official_tw,598683
cosofyoungs,584019
sparkling_rice_1cu,604567
fromhush,267649
verygood123,82854
MajoDashin,561948
ToyOrc,568970
mosesrie,124618
_lh__1999,670826
hsinpei,71340
svradio,652040
juzzyorange,145230
maryseethefuture,304445
Ivan_PJJ,598515
SiriSimranKaur,593966
Alex_Pryrodny,572003
Bibo_lii,598697
jojoyhc,662353
hsinpei,29376
EarlBand,592188
tan8810205,20466
HappyFormalin,661359
JESA,99991
mcxiao,26958
strandedwhale,331134
hsinpei,118861
aaasi,326574
wanlongband,626594
KE1996,629654
yuen903,400351
diegodtk,150452
chingcyanrose,558618
hzwck,42604
joseph52208,580032
neoneoproduction,95306
Cliff949,604272
theother,348858
soundsgood,24083
saintg,650618
Yentzu,571291
ayu545,106172
Babymusic,136813
citypartsy,316620
xiezhiping,487892
fee8ack,372402
ball0228,579029
sparkling_rice_1cu,661155
violetlens,496357
woodenglasses,293614
mymaytai,33592
VastHazy,151079
strike126,137102
NeoRetro,561831
YUNGLILY,552336
roberthu0410,650092
fangdongdemao,573778
dizLike,580249
faasofficial,395521
rosedinband,10749
nolightattheintersection,677789
tz_yi,634301
k135246k1,548044
schecter,20702
roye1106,642921
akayoungpeach,357376
Sexualcold_Therapy,600050
wade0916,85996
ToFlip,641599
ricethebeatchef,97301
nastyjrfog,44146
MCMTW,664536
87wuuuuuuuuuu,653606
tsao85,659483
diggymo34,119679
VastHazy,666746
flykite2016,369989
blue_sound_yi,514546
fragilegirls,471921
freckleben,76435
Monoofficial2341,601016
superband,103695
stiffrock1992,505897
duanger,299185
minokabasawa200,147739
liangzan,542298
shallowlevee,616200
qaz6170,655564
wearewang,539236
NANMEN,145861
xxxobserver,612298
HiJayyyy,605044
tight123,133272
wednesdaywu,588565
___igu24,602163
Mikeykuo1126,621286
djvesta,93211
Theseus_tw,564182
fifitwo,102270
jimmy1983062222,32378
huanhuantw,610637
neoneoproduction,97862
ParE,561834
aemong,669532
tjuntw,678944
han_lin_li,606416
ChicoTsai,623304
2012southmusic,529161
Herson_Si,650773
blez,578794
chrisxxx,394101
frank_chen88688,580979
lucymeow,657849
jcfc,128834
junzhu428,607188
hui19880718,570179
youngcee,80273
mc77412,199587
papetone,639143
Lolli,635903
solitary_moon_by,663252
leoz,102129
BoysWithBigCock,625497
MIMwatercity,589050
vannyma,95119
tayalgary,46417
gfunk213,24670
cheshirecatmusic,636840
shinken,410671
Adrian_D,295693
Ironism,571030
SorryYouth,166856
smokingarea25,573810
wellsaid,572324
paleeedot,654992
Yael,650776
mrbrownchen,33047
joeslowlyman,7852
daz4shizzle,7867
ymchenmusic,511792
justcurious,133851
ggteens_,674009
chrisxxx,644873
s8817012011,639097
Despair_Life,643886
jcfc,139053
juzzyorange,108045
p0wei,114643
a7474896,332364
yoyo0217_huang,660394
arcticdeer03221021,579403
KATTILOTH,567197
turnlin1173,487042
WhatINeed,566655
Cicadatw,538521
Cliff949,392951
outletdrift,313467
MixerMiSir,195827
shinzz,680371
svradio,665856
red_0720,613123
b0826407,101646
thisisyoyo,399816
fuzz_fuzz_rainbow,588578
liliumtaiwan,593901
Zhonzi,678653
youth_of_the_sea_island,616151
sound_and_fury,568556
whocares2016,569686
tz_yi,624592
flux,372399
CampusDoggyClub,599590
TLW,141260
goodband,377042
Gonia,520732
thebigwave,231539
dragon287ok,119214
peterlin01112021,667658
PlanD,362550
C_Sean,648617
Gibsontak,599103
yuchangmusic,631663
UncleWill,596051
tai2212112o,659026
RIGband,576236
FayeHong,559932
FoolAndIdiotBand,394046
WStethoscope,209452
bisiugroup,558627
qingyi_dong,582137
dullandsulk,543098
Maffine,555669
manchuker,114352
strike126,129198
VastHazy,181146
notime886,604941
YangZhong,361555
talent_t,654696
SRollercoaster,648831
elsanini,641710
Fierymace,642237
missbac,495557
Cuteboy,94775
dearcrossing,628765
superband,103407
breedmysoul,603556
goodband,618389
dbt_panda,153810
flux,369936
ShibaInu411,539326
Cicadatw,538526
kayn_huang,123052
APRUMOR,3514
TripleDeer,649576
thezofficial,680011
william810,502717
fannmusic,407909
tsuru10,150919
ethanyuchen,595024
Theseus_tw,611858
thefloatingboat,357896
Skier,305558
YUNGLILY,596972
Crown,117359
trivalves,25862
chillmanband,586986
bbcd1010a,322896
COFFELEE,553313
greeneyesmusic,348003
eric04062002,522717
shan7218,11115
e5srfe54r1,146013
huanhuantw,626577
imnotdorothy,320880
1chao,603449
MCMTW,596508
MateLin,179151
SRollercoaster,658506
Wildodio,619579
hsinpei,74101
victory05160223,87147
SorryYouth,542724
PCHF07070107,638102
deserts,92591
aroot2016,662015
IGUband,183816
hui19880718,321400
humorbeing,565435
geraldshih,121864
TheMUFF_cn,406031
maisy_chou,623961
Bremen_entertainment,644087
elisaflo,6004
lilyiscute3,545066
OAOrange,638268
dopepurple,569188
Changpunch,612862
copypaste,29942
hermy,7630
jimmy3063,636286
onepercent,526422
Naughtyband,669944
elesha,60419
juzzyorange,156446
huanhuantw,626580
hsinpei,121995
tclove33,133422
luenhsieh,146274
desolatechen,653062
solitary_moon_by,590077
emily12712,376624
taozihtong0430,668941
ladytrouble20181229,670567
thefurofficial,566267
Miercraft,110200
cherryboom,500
gn00476239,142550
flykite2017,489152
y3zsb_music,642791
snowonacrowy,565144
mrbrownchen,59918
diafield,98478
zitanrunrun,555347
tai_hao,126142
HanJ1996,605043
abc931399,142173
theother,371948
staycool,315535
ray30908,623857
Coyico2017,605637
terrytyelee,127262
ZZ23217742,632209
paxirsomatch,152903
aaasi,571240
cozydiary,353661
athousandyears,395601
Dr_song,657436
conniesin,189269
PinkHaze,101155
gasquill,128699
lijianqing,497647
utaband,361201
md690094,632042
jimmy1983062222,33736
juzzyorange,129424
tungtung88,645663
keepitrealrecords,544210
wangleewangleeno1,621104
luenhsieh,163906
ryanlin,664447
thisisyoyo,601006
manchuker,39758
harborbluetaiwan,602465
MaXioan,530701
louie0630,586489
stolen_2011,150192
FabricFactory,206446
solo0913876873,626743
ppromise,145864
roberthu0410,635055
perse,602809
hana_chan,554714
si.alian,148343
wutu,336918
slash0715,151243
OBSESS,552532
ceo,25844
timejump,355596
louie_0309,616433
hideto810006,166754
hoganisnotaname,622900
chanisswimming,330277
Meretic,25270
phoebefern,559248
djj444,110953
happyyoungsters,600841
saintg,583152
safinam512gc,611474
zn0918881570,638537
ccuuzz,471150
Mango_Street_Papa,676630
TeacherLiaw81,643614
vws7898,334156
flowstrong,611866
jayliu_1010,657285
shuo1shuo,189370
REDGORDON,37077
mositilo,664478
Oneal4real,594946
waynessosad,586388
match0728,585544
manicsheepband,377201
youth_of_the_sea_island,636167
Ronin_martini,644415
moondshake,618187
labridge,190856
ATii,602943
craftsgirl,639007
xiechunhua,491511
Kasiwa,616488
Agnesband,207211
gn00620357,590940
amdslancelot,51339
tat_wong,152163
SorryYouth,166855
manicxsickoz,141879
ElephantGym,299212
kay159321,106823
zoomie_live,556929
UrbanRainMan,328402
youngstar,65790
bigarnex,184098
1chao,611520
blez,599835
ironhorn,600599
rockthemessage,185552
E1and,607964
l1211y,132157
ggg0748,545904
kiwif2f2f213,619950
lilkbirdie,25011
huangweijieweijie,567846
quietquartet,281277
strike126,37207
mimi_wu,577270
OrangeOcean,587283
CASHME_,639028
Charliechin,663694
noodle1983,43398
lilyiscute3,498347
niloenikki,665860
SADOG,644624
SilviaYang,167244
formoza,567969
djpoint,30635
BigBullLazier,675490
tzangms,94720
senband,555670
88Balaz,568116
missbac,618695
Koko_,605856
freefalltw,537326
Humanity_mirror,601773
ZZ23217742,602160
abc931399,146364
FKT_BAND,587971
ing880203,656922
theforest,299170
JIMMY19830622,14979
formoza,620049
fanyiwai,26083
MangoJump,629181
JabinLaw,482157
calm_fire_oy,568212
ton555,112800
foxblain,119057
hoganisnotaname,609002
manicxsickoz,141875
strandedwhale,533761
